variant,date,setup,side,micro_mode,micro_confirmed,micro_reason,micro_confidence,micro_bars_waited,micro_refined_r,entry_px,stop,tp1,tp2,sl_dist,pm_final,regime,exit_px,exit_reason,pnl_r,pnl_dollars,mfe_r,mae_r
micro_strict_pm30,2020-11-19,ORB,long,strict,True,1m confirmed above OR+strong close,0.78,4,5.57,11903.25,11893.00,11909.23,11927.66,10.25,31.6,RISK-ON,11906.33,trail_lock,0.300,6.15,0.80,-0.17
micro_strict_pm30,2020-12-30,EMA PB,short,strict,True,1m pin at EMA,0.85,1,6.61,12861.50,12866.25,12830.12,12814.43,4.75,31.7,RISK-ON,12860.08,trail_lock,0.300,2.85,2.05,-0.05
micro_strict_pm30,2020-12-31,ORB,short,strict,True,1m confirmed below OR+strong close,0.76,2,16.60,12805.50,12809.00,12797.15,12780.80,3.50,35.8,RISK-ON,12804.45,trail_lock,0.300,2.10,1.29,0.00
micro_strict_pm30,2021-01-04,ORB,short,strict,True,1m confirmed below OR+strong close,1.00,3,5.74,12733.50,12765.00,12833.96,12809.74,31.50,34.2,RISK-ON,12724.05,trail_lock,0.300,18.90,0.70,-0.10
micro_strict_pm30,2021-01-06,ORB,long,strict,True,1m confirmed above OR+strong close,1.00,0,28.17,12633.00,12629.50,12646.20,12671.89,3.50,36.0,RISK-ON,12633.00,tp1_then_be,0.500,3.50,9.64,-0.07
micro_strict_pm30,2021-01-12,ORB,short,strict,True,1m confirmed below OR+strong close,1.00,0,3.09,12850.00,12871.00,12880.72,12862.56,21.00,31.6,RISK-ON,12850.00,tp1_then_be,0.500,21.00,0.31,-0.64
micro_strict_pm30,2021-01-15,ORB,short,strict,True,1m confirmed below OR+strong close,1.00,2,188.45,12815.25,12816.00,12865.97,12848.75,0.75,46.2,RISK-ON,12816.00,stop,-1.000,-1.50,0.00,-24.67
micro_strict_pm30,2021-01-19,ORB,short,strict,True,1m confirmed below OR+strong close,0.86,2,7.34,12875.50,12885.00,12877.08,12862.54,9.50,34.6,RISK-ON,12862.54,tp2_partial,1.182,22.46,2.68,-0.50
micro_strict_pm30,2021-01-25,ORB,short,strict,True,1m confirmed below OR+strong close,1.00,0,27.91,13412.75,13418.00,13464.71,13440.49,5.25,45.7,RISK-ON,13412.75,tp1_then_be,0.500,5.25,2.43,-1.76
micro_strict_pm30,2021-01-29,ORB,short,strict,True,1m confirmed below OR+strong close,1.00,4,29.69,12901.25,12911.50,12949.22,12899.57,10.25,47.2,RISK-ON,12898.17,trail_lock,0.300,6.15,1.27,-0.37
micro_strict_pm30,2021-02-08,ORB,short,strict,True,1m confirmed below OR+strong close,0.96,1,8.59,13605.75,13613.25,13612.63,13595.93,7.50,44.0,RISK-ON,13605.75,tp1_then_be,0.500,7.50,2.00,-0.77
micro_strict_pm30,2021-02-10,ORB,short,strict,True,1m confirmed below OR+strong close,1.00,4,8.43,13610.00,13635.00,13690.45,13670.99,25.00,34.2,RISK-ON,13602.50,trail_lock,0.300,15.00,0.82,-0.07
micro_strict_pm30,2021-02-16,ORB,short,strict,True,1m confirmed below OR+strong close,1.00,0,144.19,13705.00,13706.00,13783.88,13763.38,1.00,51.9,RISK-ON,13706.00,stop,-1.000,-2.00,0.00,-29.50
micro_strict_pm30,2021-02-25,ORB,short,strict,True,1m confirmed below OR+strong close,0.99,0,12.08,13062.75,13080.75,13143.72,13103.93,18.00,34.1,RISK-ON,13062.75,tp1_then_be,0.500,18.00,0.54,-1.49
micro_strict_pm30,2021-03-09,ORB,long,strict,True,1m confirmed above OR+strong close,1.00,1,3.95,12662.50,12641.75,12671.90,12696.90,20.75,36.9,NEUTRAL,12668.73,trail_lock,0.300,12.45,0.71,-0.52
micro_strict_pm30,2021-08-04,EMA PB,long,strict,True,1m pin at EMA,0.85,3,5.03,15095.75,15091.00,15119.66,15131.62,4.75,30.4,NEUTRAL,15091.00,stop,-1.000,-9.50,0.32,-1.63
micro_strict_pm30,2021-11-09,ORB,short,strict,True,1m confirmed below OR+strong close,1.00,2,8.96,16314.00,16321.50,16343.73,16330.67,7.50,39.6,RISK-ON,16330.67,tp2_partial,-0.611,-9.17,2.53,0.00
micro_strict_pm30,2021-11-10,ORB,long,strict,True,1m confirmed above OR+strong close,1.00,3,7.26,16135.25,16121.25,16145.49,16173.77,14.00,30.5,RISK-ON,16139.45,trail_lock,0.300,8.40,1.38,-0.48
micro_strict_pm30,2021-11-15,ORB,short,strict,True,1m confirmed below OR+strong close,0.93,3,20.94,16117.00,16124.25,16199.69,16184.99,7.25,32.9,RISK-ON,16184.99,tp2_partial,-4.189,-60.74,0.14,-0.38
micro_strict_pm30,2021-11-19,ORB,long,strict,True,1m confirmed above OR+strong close,1.00,4,5.43,16587.25,16575.00,16580.49,16597.96,12.25,39.5,RISK-ON,16597.96,tp2_partial,0.937,22.96,0.88,-0.27
micro_strict_pm30,2021-11-22,ORB,short,strict,True,1m confirmed below OR+strong close,1.00,2,8.07,16577.75,16594.50,16618.33,16592.98,16.75,35.1,RISK-ON,16577.75,tp1_then_be,0.500,16.75,1.04,-0.42
micro_strict_pm30,2021-11-23,ORB,long,strict,True,1m confirmed above OR+strong close,1.00,1,13.43,16415.25,16406.00,16412.18,16447.38,9.25,31.7,NEUTRAL,16406.00,stop,-1.000,-18.50,0.00,-1.11
micro_strict_pm30,2021-11-24,ORB,long,strict,True,1m confirmed above OR+strong close,0.72,3,17.50,16245.75,16238.50,16233.57,16266.09,7.25,30.3,RISK-ON,16247.92,trail_lock,0.300,4.35,1.59,0.00
micro_strict_pm30,2021-11-30,ORB,long,strict,True,1m confirmed above OR+strong close,1.00,0,7.10,16400.00,16389.50,16387.76,16406.53,10.50,30.7,RISK-ON,16406.53,tp2_partial,0.811,17.03,1.67,-0.48
micro_strict_pm30,2021-12-01,ORB,short,strict,True,1m confirmed below OR+strong close,1.00,4,5.86,16260.25,16280.00,16248.11,16219.30,19.75,41.2,RISK-ON,16254.33,trail_lock,0.300,11.85,1.29,0.00
micro_strict_pm30,2021-12-02,ORB,long,strict,True,1m confirmed above OR+strong close,1.00,0,8.49,16000.75,15975.00,16030.59,16096.85,25.75,34.8,RISK-ON,15975.00,stop,-1.000,-51.50,0.00,-1.28
micro_strict_pm30,2021-12-09,ORB,short,strict,True,1m confirmed below OR+strong close,0.75,0,27.75,16210.25,16217.50,16313.33,16286.08,7.25,42.2,NEUTRAL,16208.08,trail_lock,0.300,4.35,0.72,-1.28
micro_strict_pm30,2021-12-15,ORB,short,strict,True,1m confirmed below OR+strong close,0.76,0,11.28,15836.25,15845.25,15845.71,15823.39,9.00,35.7,RISK-ON,15833.55,trail_lock,0.300,5.40,1.03,-0.47
micro_strict_pm30,2021-12-22,ORB,long,strict,True,1m confirmed above OR+strong close,1.00,2,12.17,16017.50,16010.00,16033.60,16060.76,7.50,34.6,RISK-ON,16019.75,trail_lock,0.300,4.50,2.30,0.00
micro_strict_pm30,2022-01-14,ORB,long,strict,True,1m confirmed above OR+strong close,1.00,0,3.55,15588.50,15542.00,15570.87,15622.85,46.50,34.7,RISK-ON,15588.50,tp1_then_be,0.500,46.50,0.15,-0.40
micro_strict_pm30,2022-01-21,ORB,short,strict,True,1m confirmed below OR+strong close,1.00,0,4.18,14648.00,14687.25,14624.79,14572.37,39.25,34.5,RISK-ON,14636.23,trail_lock,0.300,23.55,1.03,-0.69
micro_strict_pm30,2022-01-27,ORB,long,strict,True,1m confirmed above OR+strong close,1.00,0,10.65,14375.50,14362.50,14384.46,14425.11,13.00,36.4,RISK-ON,14362.50,stop,-1.000,-26.00,0.48,-2.31
micro_strict_pm30,2022-01-28,ORB,long,strict,True,1m confirmed above OR+strong close,0.76,3,36.78,14216.25,14206.75,14155.76,14226.69,9.50,34.3,RISK-ON,14226.69,tp2_partial,1.049,19.94,3.03,0.00
micro_strict_pm30,2022-02-07,ORB,long,strict,True,1m confirmed above OR+strong close,1.00,0,9.27,14802.00,14787.25,14809.38,14846.74,14.75,39.2,RISK-ON,14787.25,stop,-1.000,-29.50,0.31,-1.46
micro_strict_pm30,2022-02-11,ORB,short,strict,True,1m confirmed below OR+strong close,1.00,0,5.13,14610.50,14640.25,14625.31,14585.95,29.75,32.2,NEUTRAL,14610.50,tp1_then_be,0.500,29.75,0.10,-0.61
micro_strict_pm30,2022-02-23,ORB,short,strict,True,1m confirmed below OR+strong close,0.82,3,13.11,13863.50,13878.00,13923.99,13895.36,14.50,39.2,RISK-ON,13859.15,trail_lock,0.300,8.70,2.74,-0.03
micro_strict_pm30,2022-03-01,ORB,short,strict,True,1m confirmed below OR+strong close,0.89,0,10.43,14074.50,14091.25,14126.50,14092.16,16.75,45.2,RISK-ON,14074.50,tp1_then_be,0.500,16.75,0.43,-0.82
micro_strict_pm30,2022-03-08,ORB,long,strict,True,1m confirmed above OR+strong close,0.82,0,18.51,13536.00,13518.25,13413.14,13466.42,17.75,44.2,RISK-ON,13541.33,trail_lock,0.300,10.65,0.96,0.00
micro_strict_pm30,2022-03-11,ORB,short,strict,True,1m confirmed below OR+strong close,0.93,0,7.09,13584.75,13604.25,13573.48,13530.83,19.50,34.2,RISK-ON,13578.90,trail_lock,0.300,11.70,0.63,-0.23
micro_strict_pm30,2022-04-04,EMA PB,long,strict,True,1m pin at EMA,0.85,1,13.11,15126.25,15121.00,15195.07,15229.47,5.25,33.4,NEUTRAL,15127.83,trail_lock,0.300,3.15,6.19,-0.48
micro_strict_pm30,2022-06-07,EMA PB,long,strict,True,1m pin at EMA,0.85,3,8.51,12692.50,12683.75,12767.01,12804.26,8.75,30.8,RISK-ON,12695.12,trail_lock,0.300,5.25,3.77,-0.17
micro_strict_pm30,2022-06-28,EMA PB,short,strict,True,1m pin at EMA,0.85,0,11.62,11704.00,11713.50,11593.65,11538.47,9.50,30.1,RISK-ON,11701.15,trail_lock,0.300,5.70,1.11,-0.68
micro_strict_pm30,2022-11-09,EMA PB,short,strict,True,1m pin at EMA,0.85,0,19.27,10863.75,10873.25,10680.67,10589.13,9.50,30.0,RISK-ON,10873.25,stop,-1.000,-19.00,0.00,-11.61
micro_strict_pm30,2022-12-08,ORB,long,strict,True,1m confirmed above OR+strong close,1.00,2,19.45,11755.25,11740.50,11736.34,11800.70,14.75,30.8,NEUTRAL,11740.50,stop,-1.000,-29.50,0.00,-8.05
micro_strict_pm30,2022-12-20,EMA PB,long,strict,True,1m pin at EMA,0.85,3,16.29,11240.50,11229.00,11427.85,11521.52,11.50,33.3,RISK-ON,11229.00,stop,-1.000,-23.00,0.04,-1.24
micro_strict_pm30,2023-01-23,ORB,long,strict,True,1m confirmed above OR+strong close,1.00,1,22.98,11925.00,11914.75,11913.14,11974.39,10.25,37.5,RISK-ON,11925.00,tp1_then_be,0.500,10.25,21.37,-11.56
micro_strict_pm30,2023-02-01,ORB,long,strict,True,1m confirmed above OR+strong close,1.00,1,14.69,12304.75,12290.75,12321.87,12381.82,14.00,40.2,RISK-ON,12290.75,stop,-1.000,-28.00,0.00,-9.71
micro_strict_pm30,2023-03-01,ORB,short,strict,True,1m confirmed below OR+strong close,1.00,0,44.54,11933.25,11942.00,11921.04,11815.51,8.75,34.4,RISK-ON,11942.00,stop,-1.000,-17.50,0.00,-15.37
micro_strict_pm30,2023-03-03,ORB,long,strict,True,1m confirmed above OR+strong close,1.00,0,89.12,12301.50,12297.50,12323.42,12381.21,4.00,30.6,NEUTRAL,12297.50,stop,-1.000,-8.00,0.00,-1.31
micro_strict_pm30,2023-03-09,ORB,long,strict,True,1m confirmed above OR+strong close,1.00,3,29.86,12478.00,12469.25,12482.47,12548.91,8.75,35.7,RISK-ON,12469.25,stop,-1.000,-17.50,0.46,-16.34
micro_strict_pm30,2023-11-14,ORB,long,strict,True,1m confirmed above OR+strong close,1.00,3,51.00,16064.25,16054.50,16106.17,16189.38,9.75,44.4,RISK-ON,16054.50,stop,-1.000,-19.50,0.00,-20.92
micro_strict_pm30,2023-11-15,ORB,short,strict,True,1m confirmed below OR+strong close,1.00,2,51.70,15910.75,15920.25,15818.88,15672.43,9.50,34.5,RISK-ON,15920.25,stop,-1.000,-19.00,0.00,-1.26
micro_strict_pm30,2023-11-22,ORB,short,strict,True,1m confirmed below OR+strong close,1.00,0,33.49,16047.00,16062.75,15939.08,15773.17,15.75,46.0,RISK-ON,16062.75,stop,-1.000,-31.50,0.00,-13.16
micro_strict_pm30,2023-11-28,ORB,short,strict,True,1m confirmed below OR+strong close,0.78,3,64.86,15966.75,15971.00,15920.37,15842.60,4.25,32.0,RISK-ON,15971.00,stop,-1.000,-8.50,0.00,-50.18
micro_strict_pm30,2023-12-06,EMA PB,short,strict,True,1m pin at EMA,0.85,4,29.42,16122.50,16136.50,15710.55,15504.58,14.00,31.3,RISK-ON,16136.50,stop,-1.000,-28.00,0.00,-14.55
micro_strict_pm30,2024-01-02,ORB,short,strict,True,1m confirmed below OR+strong close,1.00,3,27.95,16739.75,16752.75,16685.99,16581.67,13.00,50.5,RISK-ON,16752.75,stop,-1.000,-26.00,0.00,-15.71
micro_strict_pm30,2024-01-03,ORB,short,strict,True,1m confirmed below OR+strong close,1.00,4,46.71,16568.75,16578.00,16500.62,16377.71,9.25,34.2,RISK-ON,16565.97,trail_lock,0.300,5.55,0.81,-0.59
micro_strict_pm30,2024-01-24,EMA PB,long,strict,True,1m pin at EMA,0.85,1,57.40,17712.75,17706.00,18100.23,18293.97,6.75,32.9,RISK-ON,17714.78,trail_lock,0.300,4.05,1.52,-0.04
micro_strict_pm30,2024-02-13,ORB,short,strict,True,1m confirmed below OR+strong close,1.00,2,43.03,17577.50,17589.75,17502.01,17347.78,12.25,43.8,RISK-ON,17579.00,session_end,0.000,0.00,0.41,-0.39
micro_strict_pm30,2024-02-20,ORB,short,strict,True,1m confirmed below OR+strong close,1.00,1,32.24,17565.00,17578.00,17465.21,17334.76,13.00,40.5,RISK-ON,17578.00,stop,-1.000,-26.00,0.13,-34.73
micro_strict_pm30,2024-03-18,EMA PB,short,strict,True,1m pin at EMA,0.85,3,48.13,18220.00,18225.00,17979.36,17859.03,5.00,30.6,NEUTRAL,18225.00,stop,-1.000,-10.00,0.15,-4.10
micro_strict_pm30,2024-11-07,ORB,long,strict,True,1m confirmed above OR+strong close,1.00,1,62.50,21435.00,21428.00,21413.50,21519.73,7.00,35.7,RISK-ON,21435.00,tp1_then_be,0.500,7.00,0.36,-35.71
micro_strict_pm30,2024-11-11,ORB,short,strict,True,1m confirmed below OR+strong close,0.74,0,59.53,21125.75,21133.00,21118.46,21006.79,7.25,38.2,RISK-ON,21123.58,trail_lock,0.300,4.35,1.31,-0.24
micro_strict_pm30,2024-12-06,ORB,long,strict,True,1m confirmed above OR+strong close,0.75,2,52.89,21875.50,21867.50,21913.98,22030.67,8.00,44.5,RISK-ON,22030.67,tp2_partial,10.198,163.17,30.03,0.00
micro_strict_pm30,2025-01-06,ORB,long,strict,True,1m confirmed above OR+strong close,1.00,0,27.09,22068.75,22055.00,22126.18,22233.27,13.75,35.4,RISK-ON,22055.00,stop,-1.000,-27.50,0.00,-18.89
micro_strict_pm30,2025-01-24,EMA PB,long,strict,True,1m pin at EMA,0.85,1,34.66,22058.25,22047.50,22430.83,22617.12,10.75,36.1,RISK-ON,22061.47,trail_lock,0.300,6.45,1.00,-0.09
micro_strict_pm30,2025-01-27,EMA PB,short,strict,True,1m pin at EMA,0.85,3,23.59,21135.25,21152.50,20728.40,20524.97,17.25,30.7,RISK-ON,21152.50,stop,-1.000,-34.50,0.00,-13.04
micro_strict_pm30,2025-01-30,ORB,long,strict,True,1m confirmed above OR+strong close,1.00,0,35.14,21958.75,21947.75,21982.35,22087.10,11.00,38.4,RISK-ON,21947.75,stop,-1.000,-22.00,0.57,-24.36
micro_strict_pm30,2025-02-06,ORB,long,strict,True,1m confirmed above OR+strong close,1.00,1,22.30,22037.75,22023.50,22079.26,22171.81,14.25,43.9,RISK-ON,22042.03,trail_lock,0.300,8.55,0.98,0.00
micro_strict_pm30,2025-02-11,EMA PB,long,strict,True,1m pin at EMA,0.85,2,30.64,21806.25,21794.00,22181.58,22369.24,12.25,33.0,RISK-ON,21809.92,trail_lock,0.300,7.35,0.84,-0.04
micro_strict_pm30,2025-02-20,ORB,short,strict,True,1m confirmed below OR+strong close,1.00,1,21.69,22112.50,22137.50,22044.07,21881.97,25.00,39.0,RISK-ON,22105.00,trail_lock,0.300,15.00,0.93,-0.40
micro_strict_pm30,2025-02-24,ORB,short,strict,True,1m confirmed below OR+strong close,1.00,0,22.41,21588.75,21614.50,21558.52,21397.63,25.75,33.4,RISK-ON,21614.50,stop,-1.000,-51.50,0.14,-1.00
micro_strict_pm30,2025-11-04,EMA PB,short,strict,True,1m pin at EMA,0.85,3,41.97,25591.25,25601.50,25161.08,24946.00,10.25,30.9,RISK-ON,25588.17,trail_lock,0.300,6.15,0.61,-0.39
micro_strict_pm30,2025-11-05,ORB,long,strict,True,1m confirmed above OR+strong close,1.00,2,16.32,25919.00,25892.00,25928.18,26047.98,27.00,39.5,NEUTRAL,25892.00,stop,-1.000,-54.00,0.04,-9.76
micro_strict_pm30,2025-11-17,ORB,long,strict,True,1m confirmed above OR+strong close,1.00,0,42.39,25497.75,25484.50,25593.34,25764.87,13.25,34.5,RISK-ON,25501.72,trail_lock,0.300,7.95,0.92,-0.13
micro_strict_pm30,2026-01-21,ORB,long,strict,True,1m confirmed above OR+strong close,1.00,2,34.12,25743.25,25719.25,25814.86,26001.35,24.00,44.8,RISK-ON,25743.25,tp1_then_be,0.500,24.00,9.46,-0.54
micro_strict_pm30,2026-01-28,ORB,short,strict,True,1m confirmed below OR+strong close,1.00,0,22.22,26134.00,26159.25,26088.68,25926.41,25.25,36.5,NEUTRAL,26159.25,stop,-1.000,-50.50,0.00,-9.94
micro_strict_pm30,2026-02-09,EMA PB,long,strict,True,1m engulfing at EMA,0.85,1,37.45,25360.75,25350.00,25763.33,25964.62,10.75,35.4,RISK-ON,25360.75,tp1_then_be,0.500,10.75,41.12,-1.30
micro_strict_pm30,2026-02-12,ORB,short,strict,True,1m confirmed below OR+strong close,1.00,1,12.57,25257.50,25288.50,25223.17,25120.67,31.00,35.4,RISK-ON,25288.50,stop,-1.000,-62.00,0.21,-8.46
micro_strict_pm30,2026-02-17,ORB,short,strict,True,1m confirmed below OR+strong close,0.92,3,52.72,24528.25,24542.50,24430.51,24207.60,14.25,30.1,RISK-ON,24542.50,stop,-1.000,-28.50,0.00,-14.65
micro_strict_pm30,2026-02-19,ORB,long,strict,True,1m confirmed above OR+strong close,1.00,2,85.18,25133.75,25127.00,25160.64,25268.93,6.75,37.9,RISK-ON,25127.00,stop,-1.000,-13.50,0.00,-36.19
micro_strict_pm30,2026-02-26,ORB,short,strict,True,1m confirmed below OR+strong close,1.00,4,19.67,25193.00,25212.50,25134.11,25018.80,19.50,38.8,RISK-ON,25187.15,trail_lock,0.300,11.70,1.08,-0.92
micro_fallback_pm30,2019-05-17,EMA PB,short,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,7514.25,7537.20,7491.30,7479.83,22.95,31.6,RISK-ON,7514.25,session_end,0.000,0.00,0.00,0.00
micro_fallback_pm30,2019-11-06,ORB,short,fallback,True,1m confirmed below OR+strong close,1.00,2,5.17,8178.50,8186.75,8180.84,8170.46,8.25,46.2,RISK-ON,8176.02,trail_lock,0.300,4.95,1.12,-0.09
micro_fallback_pm30,2019-11-07,ORB,long,fallback,False,fallback: no 1m confirmation within wait window,0.00,5,1.00,8277.00,8232.41,8286.15,8300.34,44.59,36.6,RISK-ON,8277.00,tp1_then_be,0.500,44.59,0.27,-0.35
micro_fallback_pm30,2019-11-12,EMA PB,long,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,8291.00,8282.75,8299.25,8303.38,8.25,33.3,RISK-ON,8291.00,tp1_then_be,0.500,8.25,3.51,-0.06
micro_fallback_pm30,2019-11-14,ORB,short,fallback,False,fallback: no 1m confirmation within wait window,0.00,5,1.00,8223.00,8259.34,8232.31,8225.39,36.34,32.8,NEUTRAL,8223.00,tp1_then_be,0.500,36.34,0.08,-0.62
micro_fallback_pm30,2019-11-21,ORB,short,fallback,True,1m confirmed below OR+strong close,0.82,2,7.15,8259.00,8263.25,8256.11,8247.98,4.25,39.2,RISK-ON,8257.73,trail_lock,0.300,2.55,1.18,-0.35
micro_fallback_pm30,2019-12-03,ORB,short,fallback,True,1m confirmed below OR+strong close,1.00,0,83.92,8189.75,8190.50,8178.08,8162.59,0.75,32.9,NEUTRAL,8189.75,tp1_then_be,0.500,0.75,16.33,-2.00
micro_fallback_pm30,2019-12-11,ORB,long,fallback,True,1m confirmed above OR+strong close,1.00,0,58.22,8430.75,8430.00,8408.47,8420.84,0.75,35.3,RISK-ON,8430.00,stop,-1.000,-1.50,0.00,-34.33
micro_fallback_pm30,2019-12-18,ORB,long,fallback,True,1m confirmed above OR+strong close,0.84,1,23.84,8634.75,8632.50,8640.06,8654.76,2.25,37.5,RISK-ON,8632.50,stop,-1.000,-4.50,0.22,-14.00
micro_fallback_pm30,2019-12-26,ORB,long,fallback,False,fallback: no 1m confirmation within wait window,0.00,5,1.00,8758.00,8738.38,8760.31,8766.10,19.62,36.1,RISK-ON,8758.00,tp1_then_be,0.500,19.62,1.02,-0.13
micro_fallback_pm30,2020-01-08,ORB,long,fallback,True,1m confirmed above OR+strong close,1.00,0,7.14,8922.75,8913.00,8911.60,8928.90,9.75,44.4,RISK-ON,8922.75,tp1_then_be,0.500,9.75,0.97,0.00
micro_fallback_pm30,2020-01-08,EMA PB,long,fallback,True,1m pin at EMA,0.85,4,4.81,8946.50,8944.00,8958.52,8964.52,2.50,30.1,NEUTRAL,8947.25,trail_lock,0.300,1.50,0.80,-0.60
micro_fallback_pm30,2020-01-10,ORB,short,fallback,True,1m confirmed below OR+strong close,1.00,0,7.86,8989.25,8995.50,8994.37,8981.48,6.25,46.5,RISK-ON,8995.50,stop,-1.000,-12.50,0.00,-1.36
micro_fallback_pm30,2020-01-15,ORB,long,fallback,True,1m confirmed above OR+strong close,0.85,0,9.75,9083.00,9079.50,9086.93,9096.71,3.50,39.3,RISK-ON,9079.50,stop,-1.000,-7.00,0.36,-1.14
micro_fallback_pm30,2020-02-03,ORB,long,fallback,True,1m confirmed above OR+strong close,0.84,1,11.54,9119.00,9112.00,9130.20,9155.89,7.00,34.3,RISK-ON,9121.10,trail_lock,0.300,4.20,0.89,-0.04
micro_fallback_pm30,2020-02-10,EMA PB,long,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,9472.00,9451.41,9492.59,9502.89,20.59,35.0,RISK-ON,9478.18,trail_lock,0.300,12.36,0.64,-0.21
micro_fallback_pm30,2020-02-11,ORB,short,fallback,True,1m confirmed below OR+strong close,1.00,0,11.66,9537.75,9543.25,9524.95,9504.54,5.50,36.6,RISK-ON,9536.10,trail_lock,0.300,3.30,0.95,-0.05
micro_fallback_pm30,2020-02-13,ORB,long,fallback,False,fallback: no 1m confirmation within wait window,0.00,5,1.00,9608.00,9536.07,9608.57,9627.43,71.93,38.7,RISK-ON,9608.00,tp1_then_be,0.500,71.93,0.02,-0.75
micro_fallback_pm30,2020-02-21,ORB,short,fallback,True,1m confirmed below OR+strong close,0.77,1,15.61,9502.50,9510.50,9517.62,9493.92,8.00,35.8,NEUTRAL,9500.10,trail_lock,0.300,4.80,1.62,-0.09
micro_fallback_pm30,2020-02-26,ORB,short,fallback,True,1m confirmed below OR+strong close,1.00,0,14.90,8831.75,8845.00,8838.52,8785.75,13.25,37.3,NEUTRAL,8831.75,tp1_then_be,0.500,13.25,0.23,-1.17
micro_fallback_pm30,2020-03-04,ORB,long,fallback,True,1m confirmed above OR+strong close,1.00,0,10.60,8791.25,8781.75,8801.89,8831.65,9.50,30.1,RISK-ON,8794.10,trail_lock,0.300,5.70,0.79,-1.42
micro_fallback_pm30,2020-05-19,EMA PB,long,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,9408.00,9388.36,9427.64,9437.47,19.64,31.0,RISK-ON,9388.36,stop,-1.000,-39.29,0.45,-1.35
micro_fallback_pm30,2020-11-04,EMA PB,long,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,11781.25,11716.13,11846.37,11878.93,65.12,31.9,RISK-ON,11716.13,stop,-1.000,-130.24,0.16,-1.07
micro_fallback_pm30,2020-11-12,ORB,short,fallback,False,fallback: no 1m confirmation within wait window,0.00,5,1.00,11803.00,11962.05,11860.06,11833.41,159.05,34.9,RISK-ON,11803.00,tp1_then_be,0.500,159.05,0.06,-0.12
micro_fallback_pm30,2020-11-18,ORB,long,fallback,True,1m confirmed above OR+strong close,0.93,0,19.72,12017.75,12013.75,12002.24,12019.71,4.00,34.9,RISK-ON,12017.75,tp1_then_be,0.500,4.00,1.44,-0.81
micro_fallback_pm30,2020-11-19,ORB,long,fallback,True,1m confirmed above OR+strong close,0.78,4,5.57,11903.25,11893.00,11909.23,11927.66,10.25,31.6,RISK-ON,11906.33,trail_lock,0.300,6.15,0.80,-0.17
micro_fallback_pm30,2020-12-02,EMA PB,long,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,12429.50,12397.05,12461.95,12478.17,32.45,31.7,RISK-ON,12470.25,timeout,0.500,32.45,1.29,-0.26
micro_fallback_pm30,2020-12-28,EMA PB,long,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,12819.75,12785.48,12854.02,12871.15,34.27,31.5,RISK-ON,12808.50,timeout,0.000,0.00,0.20,-0.70
micro_fallback_pm30,2020-12-30,EMA PB,short,fallback,True,1m pin at EMA,0.85,1,6.61,12861.50,12866.25,12830.12,12814.43,4.75,31.7,RISK-ON,12860.08,trail_lock,0.300,2.85,2.05,-0.05
micro_fallback_pm30,2020-12-31,ORB,short,fallback,True,1m confirmed below OR+strong close,0.76,2,16.60,12805.50,12809.00,12797.15,12780.80,3.50,35.8,RISK-ON,12804.45,trail_lock,0.300,2.10,1.29,0.00
micro_fallback_pm30,2021-01-04,ORB,short,fallback,True,1m confirmed below OR+strong close,1.00,3,5.74,12733.50,12765.00,12833.96,12809.74,31.50,34.2,RISK-ON,12724.05,trail_lock,0.300,18.90,0.70,-0.10
micro_fallback_pm30,2021-01-06,ORB,long,fallback,True,1m confirmed above OR+strong close,1.00,0,28.17,12633.00,12629.50,12646.20,12671.89,3.50,36.0,RISK-ON,12633.00,tp1_then_be,0.500,3.50,9.64,-0.07
micro_fallback_pm30,2021-01-12,ORB,short,fallback,True,1m confirmed below OR+strong close,1.00,0,3.09,12850.00,12871.00,12880.72,12862.56,21.00,31.6,RISK-ON,12850.00,tp1_then_be,0.500,21.00,0.31,-0.64
micro_fallback_pm30,2021-01-13,ORB,long,fallback,False,fallback: no 1m confirmation within wait window,0.00,5,1.00,12935.75,12855.10,12926.80,12945.31,80.65,34.4,RISK-ON,12935.75,tp1_then_be,0.500,80.65,0.00,-0.18
micro_fallback_pm30,2021-01-15,ORB,short,fallback,True,1m confirmed below OR+strong close,1.00,2,188.45,12815.25,12816.00,12865.97,12848.75,0.75,46.2,RISK-ON,12816.00,stop,-1.000,-1.50,0.00,-24.67
micro_fallback_pm30,2021-01-19,ORB,short,fallback,True,1m confirmed below OR+strong close,0.86,2,7.34,12875.50,12885.00,12877.08,12862.54,9.50,34.6,RISK-ON,12862.54,tp2_partial,1.182,22.46,2.68,-0.50
micro_fallback_pm30,2021-01-25,ORB,short,fallback,True,1m confirmed below OR+strong close,1.00,0,27.91,13412.75,13418.00,13464.71,13440.49,5.25,45.7,RISK-ON,13412.75,tp1_then_be,0.500,5.25,2.43,-1.76
