variant,date,setup,side,micro_mode,micro_confirmed,micro_reason,micro_confidence,micro_bars_waited,micro_refined_r,entry_px,stop,tp1,tp2,sl_dist,pm_final,regime,exit_px,exit_reason,pnl_r,pnl_dollars,mfe_r,mae_r
micro_fallback_pm30,2025-02-11,EMA PB,long,fallback,True,1m pin at EMA,0.85,2,30.64,21806.25,21794.00,22181.58,22369.24,12.25,33.0,RISK-ON,21809.92,trail_lock,0.300,7.35,0.84,-0.04
micro_fallback_pm30,2025-02-20,ORB,short,fallback,True,1m confirmed below OR+strong close,1.00,1,21.69,22112.50,22137.50,22044.07,21881.97,25.00,39.0,RISK-ON,22105.00,trail_lock,0.300,15.00,0.93,-0.40
micro_fallback_pm30,2025-02-24,ORB,short,fallback,True,1m confirmed below OR+strong close,1.00,0,22.41,21588.75,21614.50,21558.52,21397.63,25.75,33.4,RISK-ON,21614.50,stop,-1.000,-51.50,0.14,-1.00
micro_fallback_pm30,2025-02-26,EMA PB,long,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,21636.50,21221.94,22051.06,22258.34,414.56,33.8,RISK-ON,21625.00,timeout,0.000,0.00,0.53,-0.73
micro_fallback_pm30,2025-05-16,EMA PB,long,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,21716.50,21376.31,22056.69,22226.78,340.19,34.0,RISK-ON,21736.25,session_end,0.000,0.00,0.06,-0.75
micro_fallback_pm30,2025-06-10,EMA PB,long,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,22204.50,21814.17,22594.83,22789.99,390.33,35.5,RISK-ON,21964.75,session_end,0.000,0.00,0.51,-0.75
micro_fallback_pm30,2025-08-13,EMA PB,short,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,23916.00,24264.24,23567.76,23393.64,348.24,36.1,RISK-ON,23922.25,timeout,0.000,0.00,0.01,-0.77
micro_fallback_pm30,2025-10-02,EMA PB,long,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,25357.50,25088.56,25626.44,25760.91,268.94,37.5,RISK-ON,25357.50,session_end,0.000,0.00,0.00,0.00
micro_fallback_pm30,2025-11-04,EMA PB,long,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,26135.25,25756.78,26513.72,26702.96,378.47,33.7,RISK-ON,25756.78,stop,-1.000,-756.95,0.38,-1.02
micro_fallback_pm30,2025-11-04,EMA PB,short,fallback,True,1m pin at EMA,0.85,3,41.97,25591.25,25601.50,25161.08,24946.00,10.25,30.9,RISK-ON,25588.17,trail_lock,0.300,6.15,0.61,-0.39
micro_fallback_pm30,2025-11-05,ORB,long,fallback,True,1m confirmed above OR+strong close,1.00,2,16.32,25919.00,25892.00,25928.18,26047.98,27.00,39.5,NEUTRAL,25892.00,stop,-1.000,-54.00,0.04,-9.76
micro_fallback_pm30,2025-11-07,ORB,short,fallback,False,fallback: no 1m confirmation within wait window,0.00,5,1.00,24770.25,25576.22,24750.22,24537.43,805.97,30.1,RISK-ON,24770.25,tp1_then_be,0.500,805.97,0.06,-0.29
micro_fallback_pm30,2025-11-10,EMA PB,short,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,25523.50,26006.03,25040.97,24799.71,482.53,30.2,RISK-ON,25794.75,timeout,0.000,0.00,0.15,-0.95
micro_fallback_pm30,2025-11-17,ORB,long,fallback,True,1m confirmed above OR+strong close,1.00,0,42.39,25497.75,25484.50,25593.34,25764.87,13.25,34.5,RISK-ON,25501.72,trail_lock,0.300,7.95,0.92,-0.13
micro_fallback_pm30,2025-12-05,ORB,long,fallback,False,fallback: no 1m confirmation within wait window,0.00,5,1.00,26240.75,25606.84,26392.54,26591.66,633.91,31.6,RISK-ON,25670.00,timeout,0.000,0.00,0.00,-0.91
micro_fallback_pm30,2025-12-10,EMA PB,short,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,25586.00,26016.64,25155.36,24940.04,430.64,30.1,RISK-ON,26016.64,stop,-1.000,-861.27,0.08,-1.04
micro_fallback_pm30,2025-12-31,ORB,short,fallback,False,fallback: no 1m confirmation within wait window,0.00,5,1.00,25537.00,25925.89,25529.46,25428.60,388.89,35.6,RISK-ON,25925.89,stop,-1.000,-777.78,0.01,-1.15
micro_fallback_pm30,2026-01-07,EMA PB,long,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,26081.25,25709.95,26452.55,26638.21,371.30,33.1,RISK-ON,26192.64,trail_lock,0.300,222.78,0.65,-0.52
micro_fallback_pm30,2026-01-09,EMA PB,long,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,25981.75,25559.58,26403.92,26615.00,422.17,31.5,RISK-ON,26054.75,timeout,0.000,0.00,0.43,-0.84
micro_fallback_pm30,2026-01-12,EMA PB,long,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,26173.25,25765.61,26580.89,26784.71,407.64,33.2,RISK-ON,25963.50,timeout,0.000,0.00,0.56,-0.62
micro_fallback_pm30,2026-01-21,ORB,long,fallback,True,1m confirmed above OR+strong close,1.00,2,34.12,25743.25,25719.25,25814.86,26001.35,24.00,44.8,RISK-ON,25743.25,tp1_then_be,0.500,24.00,9.46,-0.54
micro_fallback_pm30,2026-01-23,EMA PB,long,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,25862.00,25497.64,26226.36,26408.54,364.36,32.6,RISK-ON,25971.31,trail_lock,0.300,218.62,0.93,-0.63
micro_fallback_pm30,2026-01-27,ORB,long,fallback,False,fallback: no 1m confirmation within wait window,0.00,5,1.00,26439.00,25891.14,26566.41,26739.93,547.86,31.8,RISK-ON,26439.00,tp1_then_be,0.500,547.86,0.24,-0.82
micro_fallback_pm30,2026-01-28,ORB,short,fallback,True,1m confirmed below OR+strong close,1.00,0,22.22,26134.00,26159.25,26088.68,25926.41,25.25,36.5,NEUTRAL,26159.25,stop,-1.000,-50.50,0.00,-9.94
micro_fallback_pm30,2026-02-02,EMA PB,long,fallback,False,fallback: no 1m rejection candle,0.00,5,1.00,25946.50,25613.46,26279.54,26446.06,333.04,30.2,RISK-ON,25946.50,tp1_then_be,0.500,333.04,1.22,-0.72
micro_fallback_pm30,2026-02-09,EMA PB,long,fallback,True,1m engulfing at EMA,0.85,1,37.45,25360.75,25350.00,25763.33,25964.62,10.75,35.4,RISK-ON,25360.75,tp1_then_be,0.500,10.75,41.12,-1.30
micro_fallback_pm30,2026-02-11,ORB,short,fallback,False,fallback: no 1m confirmation within wait window,0.00,5,1.00,25284.00,25734.15,25253.07,25134.22,450.15,34.7,RISK-ON,25284.00,tp1_then_be,0.500,450.15,0.29,-0.95
micro_fallback_pm30,2026-02-12,ORB,short,fallback,True,1m confirmed below OR+strong close,1.00,1,12.57,25257.50,25288.50,25223.17,25120.67,31.00,35.4,RISK-ON,25288.50,stop,-1.000,-62.00,0.21,-8.46
micro_fallback_pm30,2026-02-17,ORB,short,fallback,True,1m confirmed below OR+strong close,0.92,3,52.72,24528.25,24542.50,24430.51,24207.60,14.25,30.1,RISK-ON,24542.50,stop,-1.000,-28.50,0.00,-14.65
micro_fallback_pm30,2026-02-18,ORB,long,fallback,False,fallback: no 1m confirmation within wait window,0.00,5,1.00,25106.00,24727.65,25177.17,25291.87,378.35,31.9,RISK-ON,25291.87,tp2_partial,0.746,564.22,0.78,-0.55
micro_fallback_pm30,2026-02-19,ORB,long,fallback,True,1m confirmed above OR+strong close,1.00,2,85.18,25133.75,25127.00,25160.64,25268.93,6.75,37.9,RISK-ON,25127.00,stop,-1.000,-13.50,0.00,-36.19
